"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0,0067t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,000100000000019368t0t0t0t0t0t0t0t0,00668179449513448t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
1t0t0t3,34250955318141e-06t0t0t0t0t0t0t0t0t0t0,00669331372701362t0t0t0t0t0t0t0t0t0t0t0t0t3,34376343319323e-06t0t0t0t0t0t0t0t0t9,33137270329921e-05t0t0t0t0t0t0t6,68627298637547e-06t0,0066751082221481t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
2t0t0t6,44057471997049e-06t0t0t0t0t0t0t0t0t0t0,00668711768198601t0t0t0t0t0t0t0t0t0t0t0t0t6,44174329402042e-06t0t0t0t0t0t0t0t0t8,71176820053758e-05t0t0t0t0t0t0t1,28823180139917e-05t0,00666891217712049t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
3t0t0t9,44029204633641e-06t0t0t0t0t0t0t0t0t0t0,00668111832974171t0t0t0t0t0t0t0t0t0t0t0t0t9,44137821194889e-06t0t0t0t0t0t0t0t0t8,11183297610814e-05t0t0t0t0t0t0t1,88816702582861e-05t0,00666291282487619t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
4t0t0t1,22309431563753e-05t0t0t0t0t0t0t0t0t0t0,00667553710386841t0t0t0t0t0t0t0t0t0t0t0t0t1,22319529752124e-05t0t0t0t0t0t0t0t0t7,5537103887779e-05t0t0t0t0t0t0t2,44628961315885e-05t0,00665733159900289t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
5t0t0t1,48263076192676e-05t0t0t0t0t0t0t0t0t0t0,00667034644573393t0t0t0t0t0t0t0t0t0t0t0t0t1,4827246646796e-05t0t0t0t0t0t0t0t0t7,03464457533031e-05t0t0t0t0t0t0t2,96535542660645e-05t0,00665214094086841t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
6t0t0t1,72369714054288e-05t0t0t0t0t0t0t0t0t0t0,00666552518372311t0t0t0t0t0t0t0t0t0t0t0t0t1,72378448714571e-05t0t0t0t0t0t0t0t0t6,55251837424808e-05t0t0t0t0t0t0t3,44748162768867e-05t0,00664731967885759t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
7t0t0t1,9477521187235e-05t0t0t0t0t0t0t0t0t0t0,00666104414494303t0t0t0t0t0t0t0t0t0t0t0t0t1,94783338697307e-05t0t0t0t0t0t0t0t0t6,10441449624011e-05t0t0t0t0t0t0t3,89558550569664e-05t0,00664283864007751t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
8t0t0t2,15623520594829e-05t0t0t0t0t0t0t0t0t0t0,00665687453962863t0t0t0t0t0t0t0t0t0t0t0t0t2,15631083118865e-05t0t0t0t0t0t0t0t0t5,68745396479974e-05t0t0t0t0t0t0t4,31254603713701e-05t0,00663866903476311t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
9t0t0t2,35029640075046e-05t0t0t0t0t0t0t0t0t0t0,0066529933681238t0t0t0t0t0t0t0t0t0t0t0t0t2,35036678686913e-05t0t0t0t0t0t0t0t0t5,29933681431709e-05t0t0t0t0t0t0t4,70066318761967e-05t0,00663478786325828t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
10t0t0t2,53094808529748e-05t0t0t0t0t0t0t0t0t0t0,00664938038309144t0t0t0t0t0t0t0t0t0t0t0t0t2,53101360555869e-05t0t0t0t0t0t0t0t0t4,9380383110805e-05t0t0t0t0t0t0t5,06196169085625e-05t0,00663117487822592t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
11t0t0t2,69912689093595e-05t0t0t0t0t0t0t0t0t0t0,00664601685220334t0t0t0t0t0t0t0t0t0t0t0t0t2,69918788873e-05t0t0t0t0t0t0t0t0t4,60168522227073e-05t0t0t0t0t0t0t5,39831477966603e-05t0,00662781134733782t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
12t0t0t2,85570896902028e-05t0t0t0t0t0t0t0t0t0t0,00664288525267752t0t0t0t0t0t0t0t0t0t0t0t0t2,855765763228e-05t0t0t0t0t0t0t0t0t4,28852526968839e-05t0t0t0t0t0t0t5,71147473224836e-05t0,00662467974781199t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
13t0t0t3,00151126827105e-05t0t0t0t0t0t0t0t0t0t0,00663996924575181t0t0t0t0t0t0t0t0t0t0t0t0t3,0015641565483e-05t0t0t0t0t0t0t0t0t3,99692457711732e-05t0t0t0t0t0t0t6,00307542481943e-05t0,00662176374088628t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
14t0t0t3,13729991929124e-05t0t0t0t0t0t0t0t0t0t0,00663725350904021t0t0t0t0t0t0t0t0t0t0t0t0t3,13734917668751e-05t0t0t0t0t0t0t0t0t3,72535090595792e-05t0t0t0t0t0t0t6,27464909597883e-05t0,00661904800417469t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
15t0t0t3,26377929248859e-05t0t0t0t0t0t0t0t0t0t0,00663472395536596t0t0t0t0t0t0t0t0t0t0t0t0t3,26382517091543e-05t0t0t0t0t0t0t0t0t3,47239553853265e-05t0t0t0t0t0t0t6,5276044634041e-05t0,00661651845050044t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
16t0t0t3,38159176642575e-05t0t0t0t0t0t0t0t0t0t0,00663236773733688t0t0t0t0t0t0t0t0t0t0t0t0t3,38163449988586e-05t0t0t0t0t0t0t0t0t3,23677373562507e-05t0t0t0t0t0t0t6,76322626631168e-05t0,00661416223247136t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
17t0t0t3,49133713832442e-05t0t0t0t0t0t0t0t0t0t0,0066301728591162t0t0t0t0t0t0t0t0t0t0t0t0t3,49137695005541e-05t0t0t0t0t0t0t0t0t3,01728591355685e-05t0t0t0t0t0t0t6,98271408837991e-05t0,00661196735425068t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
18t0t0t3,5935777790958e-05t0t0t0t0t0t0t0t0t0t0,00662812807344427t0t0t0t0t0t0t0t0t0t0t0t0t3,59361487647703e-05t0t0t0t0t0t0t0t0t2,81280734636384e-05t0t0t0t0t0t0t7,18719265557291e-05t0,00660992256857875t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
19t0t0t3,68883691428716e-05t0t0t0t0t0t0t0t0t0t0,00662622291607855t0t0t0t0t0t0t0t0t0t0t0t0t3,68887147785733e-05t0t0t0t0t0t0t0t0t2,62229160979218e-05t0t0t0t0t0t0t7,37770839214458e-05t0,00660801741121303t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
20t0t0t3,77759895342429e-05t0t0t0t0t0t0t0t0t0t0,0066244476989727t0t0t0t0t0t0t0t0t0t0t0t0t3,77763114930558e-05t0t0t0t0t0t0t0t0t2,4447698992068e-05t0t0t0t0t0t0t7,55523010272996e-05t0,00660624219410718t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
21t0t0t3,86031270722809e-05t0t0t0t0t0t0t0t0t0t0,00662279344579488t0t0t0t0t0t0t0t0t0t0t0t0t3,86034271328388e-05t0t0t0t0t0t0t0t0t2,2793445814247e-05t0t0t0t0t0t0t7,72065542051205e-05t0,00660458794092936t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
22t0t0t3,93739510329646e-05t0t0t0t0t0t0t0t0t0t0,0066212518180672t0t0t0t0t0t0t0t0t0t0t0t0t3,93742308998375e-05t0t0t0t0t0t0t0t0t2,12518180865646e-05t0t0t0t0t0t0t7,87481819328029e-05t0,00660304631320167t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
